Test-File1,Y-unit!,1
20.00,-0.00,8
21.00,17.63,8
22.00,11.41,8
23.00,14.27,8
24.00, 2.94,8
Test-File2,Y-unit!,9
04:19PM on January 30,2018,9
 0.00, 0.00,9
 1.00, 4.33,9
 2.00, 5.29,9
 3.00,13.75,9
 4.00,12.36,9
 5.00, 5.00,9
 6.00, 6.66,9
 7.00, 1.62,9
 8.00,15.87,9
 9.00, 0.62,9
10.00, 0.00,9
11.00,-7.42,9
12.00,-5.29,9
13.00,-16.99,9
14.00,-28.53,9
15.00,-9.00,9
16.00,-4.76,9
17.00,-17.80,9
18.00,-8.23,9
19.00,-5.25,9
20.00,-0.00,9
21.00, 2.78,9
22.00,11.76,9
23.00,15.37,9
24.00,16.17,9
25.00,26.00,9
26.00,10.46,9
Test-File2,Y-unit!,10
04:19PM on January 30,2018,10
 0.00, 0.00,10
 1.00, 4.33,10
 2.00, 5.29,10
 3.00,13.75,10
 4.00,12.36,10
 5.00, 5.00,10
 6.00, 6.66,10
 7.00, 1.62,10
 8.00,15.87,10
 9.00, 0.62,10
10.00, 0.00,10
11.00,-7.42,10
12.00,-5.29,10
13.00,-16.99,10
14.00,-28.53,10
15.00,-9.00,10
16.00,-4.76,10
17.00,-17.80,10
18.00,-8.23,10
19.00,-5.25,10
20.00,-0.00,10
21.00, 2.78,10
22.00,11.76,10
23.00,15.37,10
24.00,16.17,10
25.00,26.00,10
26.00,10.46,10
27.00,17.80,10
28.00,10.58,10
Test-File1,Y-unit!,11
04:20PM on January 30,2018,11
 0.00,15.00,11
 1.00, 1.62,11
 2.00, 2.78,11
 3.00,-3.09,11
 4.00,-4.05,11
 5.00,-19.00,11
 6.00,-11.33,11
 7.00,-2.78,11
 8.00, 4.94,11
 9.00, 2.43,11
10.00,28.00,11
11.00, 4.85,11
12.00, 4.02,11
13.00,-2.47,11
14.00,-6.47,11
15.00,-9.00,11
16.00,-5.66,11
17.00,-6.49,11
18.00, 8.34,11
19.00, 4.85,11
20.00, 6.00,11
21.00,10.52,11
22.00, 3.09,11
23.00,-2.16,11
24.00,-2.43,11
25.00,-29.00,11
26.00,-9.71,11
27.00,-8.03,11
28.00, 9.27,11
29.00,14.56,11
30.00,12.00,11
Test-File4,Y-unit!,12
04:20PM on January 30,2018,12
 0.00, 0.00,12
 1.00, 2.35,12
 2.00,27.58,12
 3.00,14.27,12
 4.00, 3.53,12
 5.00, 0.00,12
 6.00,-8.23,12
 7.00,-13.31,12
 8.00,-9.51,12
 9.00,-7.64,12
10.00,-0.00,12
11.00, 5.88,12
12.00, 2.85,12
13.00, 5.71,12
14.00, 8.82,12
15.00, 0.00,12
16.00,-12.93,12
17.00,-5.71,12
18.00,-18.07,12
19.00,-8.82,12
20.00,-0.00,12
21.00,17.63,12
22.00,11.41,12
23.00,14.27,12
24.00, 2.94,12
25.00, 0.00,12
26.00,-8.23,12
27.00,-15.22,12
28.00,-2.85,12
29.00,-5.88,12
30.00,-0.00,12
31.00, 5.29,12
32.00, 1.90,12
33.00,25.68,12
34.00,13.52,12
Test-File4,Y-unit!,13
04:20PM on January 30,2018,13
 0.00, 0.00,13
 1.00, 2.35,13
 2.00,27.58,13
 3.00,14.27,13
 4.00, 3.53,13
 5.00, 0.00,13
 6.00,-8.23,13
 7.00,-13.31,13
 8.00,-9.51,13
 9.00,-7.64,13
10.00,-0.00,13
11.00, 5.88,13
12.00, 2.85,13
13.00, 5.71,13
14.00, 8.82,13
15.00, 0.00,13
16.00,-12.93,13
17.00,-5.71,13
18.00,-18.07,13
19.00,-8.82,13
20.00,-0.00,13
21.00,17.63,13
22.00,11.41,13
23.00,14.27,13
24.00, 2.94,13
25.00, 0.00,13
26.00,-8.23,13
27.00,-15.22,13
28.00,-2.85,13
29.00,-5.88,13
30.00,-0.00,13
31.00, 5.29,13
32.00, 1.90,13
33.00,25.68,13
34.00,13.52,13
Test-File3,Y-unit!,14
04:20PM on January 30,2018,14
 0.00, 4.00,14
 1.00,16.17,14
 2.00, 2.43,14
 3.00,10.58,14
 4.00, 7.42,14
 5.00, 0.00,14
 6.00,-4.64,14
 7.00,-17.05,14
 8.00,-19.42,14
 9.00,-7.61,14
10.00,-16.00,14
11.00,-10.46,14
12.00,-5.66,14
13.00,-14.11,14
14.00,-2.78,14
15.00,-0.00,14
16.00, 4.33,14
17.00, 2.35,14
18.00, 9.71,14
19.00,17.12,14
20.00,20.00,14
21.00,19.02,14
22.00, 4.05,14
23.00, 2.35,14
24.00, 0.93,14
25.00, 0.00,14
26.00,-2.47,14
27.00,-9.40,14
28.00,-8.09,14
29.00,-22.83,14
30.00,-12.00,14
31.00,-27.58,14
32.00,-13.75,14
33.00,-17.05,14
34.00,-8.65,14
35.00,-0.00,14
36.00, 8.03,14
37.00, 6.47,14
38.00,19.42,14
Test-File1,Y-unit!,15
04:20PM on January 30,2018,15
 0.00,15.00,15
 1.00, 1.62,15
 2.00, 2.78,15
 3.00,-3.09,15
 4.00,-4.05,15
 5.00,-19.00,15
 6.00,-11.33,15
 7.00,-2.78,15
 8.00, 4.94,15
 9.00, 2.43,15
10.00,28.00,15
11.00, 4.85,15
12.00, 4.02,15
13.00,-2.47,15
14.00,-6.47,15
15.00,-9.00,15
16.00,-5.66,15
17.00,-6.49,15
18.00, 8.34,15
19.00, 4.85,15
20.00, 6.00,15
21.00,10.52,15
22.00, 3.09,15
23.00,-2.16,15
24.00,-2.43,15
25.00,-29.00,15
26.00,-9.71,15
27.00,-8.03,15
28.00, 9.27,15
29.00,14.56,15
30.00,12.00,15
31.00,11.33,15
32.00, 4.33,15
33.00,-5.56,15
34.00,-4.85,15
35.00,-4.00,15
36.00,-18.61,15
37.00,-8.65,15
38.00, 3.40,15
39.00, 2.43,15
40.00,23.00,15
Test-File3,Y-unit!,16
04:20PM on January 30,2018,16
 0.00, 4.00,16
 1.00,16.17,16
 2.00, 2.43,16
 3.00,10.58,16
 4.00, 7.42,16
 5.00, 0.00,16
 6.00,-4.64,16
 7.00,-17.05,16
 8.00,-19.42,16
 9.00,-7.61,16
10.00,-16.00,16
11.00,-10.46,16
12.00,-5.66,16
13.00,-14.11,16
14.00,-2.78,16
15.00,-0.00,16
16.00, 4.33,16
17.00, 2.35,16
18.00, 9.71,16
19.00,17.12,16
20.00,20.00,16
21.00,19.02,16
22.00, 4.05,16
23.00, 2.35,16
24.00, 0.93,16
25.00, 0.00,16
26.00,-2.47,16
27.00,-9.40,16
28.00,-8.09,16
29.00,-22.83,16
30.00,-12.00,16
31.00,-27.58,16
32.00,-13.75,16
33.00,-17.05,16
34.00,-8.65,16
35.00,-0.00,16
36.00, 8.03,16
37.00, 6.47,16
38.00,19.42,16
39.00,12.36,16
40.00,12.00,16
Test-File3,Y-unit!,17
04:20PM on January 30,2018,17
 0.00, 4.00,17
 1.00,16.17,17
 2.00, 2.43,17
 3.00,10.58,17
 4.00, 7.42,17
 5.00, 0.00,17
 6.00,-4.64,17
 7.00,-17.05,17
 8.00,-19.42,17
 9.00,-7.61,17
10.00,-16.00,17
11.00,-10.46,17
12.00,-5.66,17
13.00,-14.11,17
14.00,-2.78,17
15.00,-0.00,17
16.00, 4.33,17
17.00, 2.35,17
18.00, 9.71,17
19.00,17.12,17
20.00,20.00,17
21.00,19.02,17
22.00, 4.05,17
23.00, 2.35,17
24.00, 0.93,17
25.00, 0.00,17
26.00,-2.47,17
27.00,-9.40,17
28.00,-8.09,17
29.00,-22.83,17
30.00,-12.00,17
31.00,-27.58,17
32.00,-13.75,17
33.00,-17.05,17
34.00,-8.65,17
35.00,-0.00,17
36.00, 8.03,17
37.00, 6.47,17
38.00,19.42,17
39.00,12.36,17
40.00,12.00,17
41.00,16.17,17
42.00, 4.85,17
Test-File4,Y-unit!,18
04:20PM on January 30,2018,18
 0.00, 0.00,18
 1.00, 2.35,18
 2.00,27.58,18
 3.00,14.27,18
 4.00, 3.53,18
 5.00, 0.00,18
 6.00,-8.23,18
 7.00,-13.31,18
 8.00,-9.51,18
 9.00,-7.64,18
10.00,-0.00,18
11.00, 5.88,18
12.00, 2.85,18
13.00, 5.71,18
14.00, 8.82,18
15.00, 0.00,18
16.00,-12.93,18
17.00,-5.71,18
18.00,-18.07,18
19.00,-8.82,18
20.00,-0.00,18
21.00,17.63,18
22.00,11.41,18
23.00,14.27,18
24.00, 2.94,18
25.00, 0.00,18
26.00,-8.23,18
27.00,-15.22,18
28.00,-2.85,18
29.00,-5.88,18
30.00,-0.00,18
31.00, 5.29,18
32.00, 1.90,18
33.00,25.68,18
34.00,13.52,18
35.00, 0.00,18
36.00,-12.93,18
37.00,-15.22,18
38.00,-19.02,18
39.00,-9.40,18
40.00,-0.00,18
41.00, 1.18,18
42.00,19.02,18
Test-File3,Y-unit!,19
04:20PM on January 30,2018,19
 0.00, 4.00,19
 1.00,16.17,19
 2.00, 2.43,19
 3.00,10.58,19
 4.00, 7.42,19
 5.00, 0.00,19
 6.00,-4.64,19
 7.00,-17.05,19
 8.00,-19.42,19
 9.00,-7.61,19
10.00,-16.00,19
11.00,-10.46,19
12.00,-5.66,19
13.00,-14.11,19
14.00,-2.78,19
15.00,-0.00,19
16.00, 4.33,19
17.00, 2.35,19
18.00, 9.71,19
19.00,17.12,19
20.00,20.00,19
21.00,19.02,19
22.00, 4.05,19
23.00, 2.35,19
24.00, 0.93,19
25.00, 0.00,19
26.00,-2.47,19
27.00,-9.40,19
28.00,-8.09,19
29.00,-22.83,19
30.00,-12.00,19
31.00,-27.58,19
32.00,-13.75,19
33.00,-17.05,19
34.00,-8.65,19
35.00,-0.00,19
36.00, 8.03,19
37.00, 6.47,19
38.00,19.42,19
39.00,12.36,19
40.00,12.00,19
41.00,16.17,19
42.00, 4.85,19
43.00,17.63,19
44.00, 9.27,19
Test-File4,Y-unit!,20
04:20PM on January 30,2018,20
 0.00, 0.00,20
 1.00, 2.35,20
 2.00,27.58,20
 3.00,14.27,20
 4.00, 3.53,20
 5.00, 0.00,20
 6.00,-8.23,20
 7.00,-13.31,20
 8.00,-9.51,20
 9.00,-7.64,20
10.00,-0.00,20
11.00, 5.88,20
12.00, 2.85,20
13.00, 5.71,20
14.00, 8.82,20
15.00, 0.00,20
16.00,-12.93,20
17.00,-5.71,20
18.00,-18.07,20
19.00,-8.82,20
20.00,-0.00,20
21.00,17.63,20
22.00,11.41,20
23.00,14.27,20
24.00, 2.94,20
25.00, 0.00,20
26.00,-8.23,20
27.00,-15.22,20
28.00,-2.85,20
29.00,-5.88,20
30.00,-0.00,20
31.00, 5.29,20
32.00, 1.90,20
33.00,25.68,20
34.00,13.52,20
35.00, 0.00,20
36.00,-12.93,20
37.00,-15.22,20
38.00,-19.02,20
39.00,-9.40,20
40.00,-0.00,20
41.00, 1.18,20
42.00,19.02,20
43.00,22.83,20
44.00,17.05,20
Test-File4,Y-unit!,21
04:20PM on January 30,2018,21
 0.00, 0.00,21
 1.00, 2.35,21
 2.00,27.58,21
 3.00,14.27,21
 4.00, 3.53,21
 5.00, 0.00,21
 6.00,-8.23,21
 7.00,-13.31,21
 8.00,-9.51,21
 9.00,-7.64,21
10.00,-0.00,21
11.00, 5.88,21
12.00, 2.85,21
13.00, 5.71,21
14.00, 8.82,21
15.00, 0.00,21
16.00,-12.93,21
17.00,-5.71,21
18.00,-18.07,21
19.00,-8.82,21
20.00,-0.00,21
21.00,17.63,21
22.00,11.41,21
23.00,14.27,21
24.00, 2.94,21
25.00, 0.00,21
26.00,-8.23,21
27.00,-15.22,21
28.00,-2.85,21
29.00,-5.88,21
30.00,-0.00,21
31.00, 5.29,21
32.00, 1.90,21
33.00,25.68,21
34.00,13.52,21
35.00, 0.00,21
36.00,-12.93,21
37.00,-15.22,21
38.00,-19.02,21
39.00,-9.40,21
40.00,-0.00,21
41.00, 1.18,21
42.00,19.02,21
43.00,22.83,21
44.00,17.05,21
Test-File2,Y-unit!,22
04:20PM on January 30,2018,22
 0.00, 0.00,22
 1.00, 4.33,22
 2.00, 5.29,22
 3.00,13.75,22
 4.00,12.36,22
 5.00, 5.00,22
 6.00, 6.66,22
 7.00, 1.62,22
 8.00,15.87,22
 9.00, 0.62,22
10.00, 0.00,22
11.00,-7.42,22
12.00,-5.29,22
13.00,-16.99,22
14.00,-28.53,22
15.00,-9.00,22
16.00,-4.76,22
17.00,-17.80,22
18.00,-8.23,22
19.00,-5.25,22
20.00,-0.00,22
21.00, 2.78,22
22.00,11.76,22
23.00,15.37,22
24.00,16.17,22
25.00,26.00,22
26.00,10.46,22
27.00,17.80,22
28.00,10.58,22
29.00, 7.11,22
30.00, 0.00,22
31.00,-5.87,22
32.00,-3.53,22
33.00,-12.94,22
34.00,-10.46,22
35.00,-5.00,22
36.00,-4.76,22
37.00,-16.18,22
38.00,-13.52,22
39.00,-3.71,22
40.00,-0.00,22
41.00, 1.24,22
42.00, 1.76,22
43.00, 4.85,22
44.00,10.46,22
45.00,11.00,22
46.00,10.46,22
47.00,12.14,22
48.00, 2.94,22
Test-File1,Y-unit!,23
04:20PM on January 30,2018,23
 0.00,15.00,23
 1.00, 1.62,23
 2.00, 2.78,23
 3.00,-3.09,23
 4.00,-4.05,23
 5.00,-19.00,23
 6.00,-11.33,23
 7.00,-2.78,23
 8.00, 4.94,23
 9.00, 2.43,23
10.00,28.00,23
11.00, 4.85,23
12.00, 4.02,23
13.00,-2.47,23
14.00,-6.47,23
15.00,-9.00,23
16.00,-5.66,23
17.00,-6.49,23
18.00, 8.34,23
19.00, 4.85,23
20.00, 6.00,23
21.00,10.52,23
22.00, 3.09,23
23.00,-2.16,23
24.00,-2.43,23
25.00,-29.00,23
26.00,-9.71,23
27.00,-8.03,23
28.00, 9.27,23
29.00,14.56,23
30.00,12.00,23
31.00,11.33,23
32.00, 4.33,23
33.00,-5.56,23
34.00,-4.85,23
35.00,-4.00,23
36.00,-18.61,23
37.00,-8.65,23
38.00, 3.40,23
39.00, 2.43,23
40.00,23.00,23
41.00, 3.24,23
42.00, 7.42,23
43.00,-1.85,23
44.00,-22.65,23
45.00,-30.00,23
46.00,-23.46,23
47.00,-8.34,23
48.00, 4.94,23
49.00, 4.85,23
50.00,22.00,23
Test-File4,Y-unit!,24
04:20PM on January 30,2018,24
 0.00, 0.00,24
 1.00, 2.35,24
 2.00,27.58,24
 3.00,14.27,24
 4.00, 3.53,24
 5.00, 0.00,24
 6.00,-8.23,24
 7.00,-13.31,24
 8.00,-9.51,24
 9.00,-7.64,24
10.00,-0.00,24
11.00, 5.88,24
12.00, 2.85,24
13.00, 5.71,24
14.00, 8.82,24
15.00, 0.00,24
16.00,-12.93,24
17.00,-5.71,24
18.00,-18.07,24
19.00,-8.82,24
20.00,-0.00,24
21.00,17.63,24
22.00,11.41,24
23.00,14.27,24
24.00, 2.94,24
25.00, 0.00,24
26.00,-8.23,24
27.00,-15.22,24
28.00,-2.85,24
29.00,-5.88,24
30.00,-0.00,24
31.00, 5.29,24
32.00, 1.90,24
33.00,25.68,24
34.00,13.52,24
35.00, 0.00,24
36.00,-12.93,24
37.00,-15.22,24
38.00,-19.02,24
39.00,-9.40,24
40.00,-0.00,24
41.00, 1.18,24
42.00,19.02,24
43.00,22.83,24
44.00,17.05,24
45.00, 0.00,24
46.00,-10.58,24
47.00,-7.61,24
48.00,-28.53,24
49.00,-4.11,24
50.00,-0.00,24
51.00, 9.99,24
52.00,20.92,24
Test-File4,Y-unit!,25
04:20PM on January 30,2018,25
 0.00, 0.00,25
 1.00, 2.35,25
 2.00,27.58,25
 3.00,14.27,25
 4.00, 3.53,25
 5.00, 0.00,25
 6.00,-8.23,25
 7.00,-13.31,25
 8.00,-9.51,25
 9.00,-7.64,25
10.00,-0.00,25
11.00, 5.88,25
12.00, 2.85,25
13.00, 5.71,25
14.00, 8.82,25
15.00, 0.00,25
16.00,-12.93,25
17.00,-5.71,25
18.00,-18.07,25
19.00,-8.82,25
20.00,-0.00,25
21.00,17.63,25
22.00,11.41,25
23.00,14.27,25
24.00, 2.94,25
25.00, 0.00,25
26.00,-8.23,25
27.00,-15.22,25
28.00,-2.85,25
29.00,-5.88,25
30.00,-0.00,25
31.00, 5.29,25
32.00, 1.90,25
33.00,25.68,25
34.00,13.52,25
35.00, 0.00,25
36.00,-12.93,25
37.00,-15.22,25
38.00,-19.02,25
39.00,-9.40,25
40.00,-0.00,25
41.00, 1.18,25
42.00,19.02,25
43.00,22.83,25
44.00,17.05,25
45.00, 0.00,25
46.00,-10.58,25
47.00,-7.61,25
48.00,-28.53,25
49.00,-4.11,25
50.00,-0.00,25
51.00, 9.99,25
52.00,20.92,25
53.00,22.83,25
54.00,14.11,25
Test-File4,Y-unit!,26
04:20PM on January 30,2018,26
 0.00, 0.00,26
 1.00, 2.35,26
 2.00,27.58,26
 3.00,14.27,26
 4.00, 3.53,26
 5.00, 0.00,26
 6.00,-8.23,26
 7.00,-13.31,26
 8.00,-9.51,26
 9.00,-7.64,26
10.00,-0.00,26
11.00, 5.88,26
12.00, 2.85,26
13.00, 5.71,26
14.00, 8.82,26
15.00, 0.00,26
16.00,-12.93,26
17.00,-5.71,26
18.00,-18.07,26
19.00,-8.82,26
20.00,-0.00,26
21.00,17.63,26
22.00,11.41,26
23.00,14.27,26
24.00, 2.94,26
25.00, 0.00,26
26.00,-8.23,26
27.00,-15.22,26
28.00,-2.85,26
29.00,-5.88,26
30.00,-0.00,26
31.00, 5.29,26
32.00, 1.90,26
33.00,25.68,26
34.00,13.52,26
35.00, 0.00,26
36.00,-12.93,26
37.00,-15.22,26
38.00,-19.02,26
39.00,-9.40,26
40.00,-0.00,26
41.00, 1.18,26
42.00,19.02,26
43.00,22.83,26
44.00,17.05,26
45.00, 0.00,26
46.00,-10.58,26
47.00,-7.61,26
48.00,-28.53,26
49.00,-4.11,26
50.00,-0.00,26
51.00, 9.99,26
52.00,20.92,26
53.00,22.83,26
54.00,14.11,26
Test-File1,Y-unit!,27
04:20PM on January 30,2018,27
 0.00,15.00,27
 1.00, 1.62,27
 2.00, 2.78,27
 3.00,-3.09,27
 4.00,-4.05,27
 5.00,-19.00,27
 6.00,-11.33,27
 7.00,-2.78,27
 8.00, 4.94,27
 9.00, 2.43,27
10.00,28.00,27
11.00, 4.85,27
12.00, 4.02,27
13.00,-2.47,27
14.00,-6.47,27
15.00,-9.00,27
16.00,-5.66,27
17.00,-6.49,27
18.00, 8.34,27
19.00, 4.85,27
20.00, 6.00,27
21.00,10.52,27
22.00, 3.09,27
23.00,-2.16,27
24.00,-2.43,27
25.00,-29.00,27
26.00,-9.71,27
27.00,-8.03,27
28.00, 9.27,27
29.00,14.56,27
30.00,12.00,27
31.00,11.33,27
32.00, 4.33,27
33.00,-5.56,27
34.00,-4.85,27
35.00,-4.00,27
36.00,-18.61,27
37.00,-8.65,27
38.00, 3.40,27
39.00, 2.43,27
40.00,23.00,27
41.00, 3.24,27
42.00, 7.42,27
43.00,-1.85,27
44.00,-22.65,27
45.00,-30.00,27
46.00,-23.46,27
47.00,-8.34,27
48.00, 4.94,27
49.00, 4.85,27
50.00,22.00,27
51.00, 6.47,27
52.00, 4.33,27
53.00,-7.42,27
54.00,-12.94,27
55.00,-17.00,27
56.00,-22.65,27
57.00,-0.93,27
58.00, 2.47,27
59.00,18.61,27
60.00,15.00,27
Test-File2,Y-unit!,28
04:20PM on January 30,2018,28
 0.00, 0.00,28
 1.00, 4.33,28
 2.00, 5.29,28
 3.00,13.75,28
 4.00,12.36,28
 5.00, 5.00,28
 6.00, 6.66,28
 7.00, 1.62,28
 8.00,15.87,28
 9.00, 0.62,28
10.00, 0.00,28
11.00,-7.42,28
12.00,-5.29,28
13.00,-16.99,28
14.00,-28.53,28
15.00,-9.00,28
16.00,-4.76,28
17.00,-17.80,28
18.00,-8.23,28
19.00,-5.25,28
20.00,-0.00,28
21.00, 2.78,28
22.00,11.76,28
23.00,15.37,28
24.00,16.17,28
25.00,26.00,28
26.00,10.46,28
27.00,17.80,28
28.00,10.58,28
29.00, 7.11,28
30.00, 0.00,28
31.00,-5.87,28
32.00,-3.53,28
33.00,-12.94,28
34.00,-10.46,28
35.00,-5.00,28
36.00,-4.76,28
37.00,-16.18,28
38.00,-13.52,28
39.00,-3.71,28
40.00,-0.00,28
41.00, 1.24,28
42.00, 1.76,28
43.00, 4.85,28
44.00,10.46,28
45.00,11.00,28
46.00,10.46,28
47.00,12.14,28
48.00, 2.94,28
49.00, 0.62,28
50.00, 0.00,28
51.00,-0.93,28
52.00,-14.11,28
53.00,-21.84,28
54.00,-5.71,28
55.00,-6.00,28
56.00,-18.07,28
57.00,-10.52,28
58.00,-14.69,28
59.00,-5.87,28
60.00,-0.00,28
61.00, 7.42,28
62.00,16.46,28
Test-File4,Y-unit!,29
04:20PM on January 30,2018,29
 0.00, 0.00,29
 1.00, 2.35,29
 2.00,27.58,29
 3.00,14.27,29
 4.00, 3.53,29
 5.00, 0.00,29
 6.00,-8.23,29
 7.00,-13.31,29
 8.00,-9.51,29
 9.00,-7.64,29
10.00,-0.00,29
11.00, 5.88,29
12.00, 2.85,29
13.00, 5.71,29
14.00, 8.82,29
15.00, 0.00,29
16.00,-12.93,29
17.00,-5.71,29
18.00,-18.07,29
19.00,-8.82,29
20.00,-0.00,29
21.00,17.63,29
22.00,11.41,29
23.00,14.27,29
24.00, 2.94,29
25.00, 0.00,29
26.00,-8.23,29
27.00,-15.22,29
28.00,-2.85,29
29.00,-5.88,29
30.00,-0.00,29
31.00, 5.29,29
32.00, 1.90,29
33.00,25.68,29
34.00,13.52,29
35.00, 0.00,29
36.00,-12.93,29
37.00,-15.22,29
38.00,-19.02,29
39.00,-9.40,29
40.00,-0.00,29
41.00, 1.18,29
42.00,19.02,29
43.00,22.83,29
44.00,17.05,29
45.00, 0.00,29
46.00,-10.58,29
47.00,-7.61,29
48.00,-28.53,29
49.00,-4.11,29
50.00,-0.00,29
51.00, 9.99,29
52.00,20.92,29
53.00,22.83,29
54.00,14.11,29
55.00,-0.00,29
56.00,-16.46,29
57.00,-1.90,29
58.00,-10.46,29
59.00,-6.47,29
60.00,-0.00,29
61.00,15.28,29
62.00,15.22,29
Test-File4,Y-unit!,30
04:20PM on January 30,2018,30
 0.00, 0.00,30
 1.00, 2.35,30
 2.00,27.58,30
 3.00,14.27,30
 4.00, 3.53,30
 5.00, 0.00,30
 6.00,-8.23,30
 7.00,-13.31,30
 8.00,-9.51,30
 9.00,-7.64,30
10.00,-0.00,30
11.00, 5.88,30
12.00, 2.85,30
13.00, 5.71,30
14.00, 8.82,30
15.00, 0.00,30
16.00,-12.93,30
17.00,-5.71,30
18.00,-18.07,30
19.00,-8.82,30
20.00,-0.00,30
21.00,17.63,30
22.00,11.41,30
23.00,14.27,30
24.00, 2.94,30
25.00, 0.00,30
26.00,-8.23,30
27.00,-15.22,30
28.00,-2.85,30
29.00,-5.88,30
30.00,-0.00,30
31.00, 5.29,30
32.00, 1.90,30
33.00,25.68,30
34.00,13.52,30
35.00, 0.00,30
36.00,-12.93,30
37.00,-15.22,30
38.00,-19.02,30
39.00,-9.40,30
40.00,-0.00,30
41.00, 1.18,30
42.00,19.02,30
43.00,22.83,30
44.00,17.05,30
45.00, 0.00,30
46.00,-10.58,30
47.00,-7.61,30
48.00,-28.53,30
49.00,-4.11,30
50.00,-0.00,30
51.00, 9.99,30
52.00,20.92,30
53.00,22.83,30
54.00,14.11,30
55.00,-0.00,30
56.00,-16.46,30
57.00,-1.90,30
58.00,-10.46,30
59.00,-6.47,30
60.00,-0.00,30
61.00,15.28,30
